model,lr,lr_label,seed,dataset,epochs_trained,best_epoch,test_acc,test_f1_macro,base_test_acc,delta_vs_joint
cnn,0.001617,primary,147,ItalyPowerDemand,9,4,0.8192419825072886,0.8137306425618387,0.7742954324586978,0.0449465500485908
cnn,0.001617,primary,147,Lightning2,6,1,0.5573770491803278,0.5246753246753246,0.5389344262295082,0.0184426229508196
cnn,0.001617,primary,147,Lightning7,7,2,0.136986301369863,0.0686813186813186,0.2482876712328767,-0.1113013698630137
cnn,0.001617,primary,147,MoteStrain,10,6,0.6174121405750799,0.5142393131239495,0.4822284345047923,0.1351837060702875
cnn,0.001617,primary,147,Phoneme,10,10,0.1265822784810126,0.0761823840184755,0.0673786919831223,0.0592035864978903
cnn,0.001617,primary,147,PickupGestureWiimoteZ,10,5,0.2,0.1141269841269841,0.1325,0.0675
cnn,0.001617,primary,147,Plane,7,2,0.2,0.0476190476190476,0.2273809523809523,-0.0273809523809522
cnn,0.001617,primary,147,ShakeGestureWiimoteZ,10,5,0.34,0.274491341991342,0.185,0.155
cnn,0.001617,primary,147,SonyAIBORobotSurface1,9,4,0.8585690515806988,0.8491737550228668,0.8217554076539102,0.0368136439267886
cnn,0.001617,primary,147,SonyAIBORobotSurface2,10,10,0.8530954879328436,0.8306422949987307,0.5422350472193075,0.3108604407135361
cnn,0.001617,primary,147,StarLightCurves,10,10,0.923992229237494,0.9026970993901496,0.4043224866440019,0.519669742593492
cnn,0.001617,primary,147,Trace,6,1,0.24,0.0967741935483871,0.2925,-0.0524999999999999
cnn,0.001617,primary,147,Wafer,10,9,0.9024983776768332,0.8140642680560202,0.8087280986372485,0.0937702790395847
cnn,0.0002,secondary,7,AllGestureWiimoteX,10,10,0.3457142857142857,0.3063877127872632,0.1910714285714285,0.1546428571428572
cnn,0.0002,secondary,7,AllGestureWiimoteY,10,10,0.34,0.2956753409547327,0.1935714285714285,0.1464285714285715
cnn,0.0002,secondary,7,AllGestureWiimoteZ,10,10,0.3228571428571428,0.2842983451321527,0.21625,0.1066071428571428
cnn,0.0002,secondary,7,Car,7,2,0.25,0.1208904109589041,0.25,0.0
cnn,0.0002,secondary,7,ChlorineConcentration,10,10,0.5059895833333333,0.45141609978272,0.2523763020833333,0.25361328125
cnn,0.0002,secondary,7,CinCECGTorso,8,3,0.2536231884057971,0.1011560693641618,0.2730978260869565,-0.0194746376811593
cnn,0.0002,secondary,7,DodgerLoopDay,6,1,0.15,0.0630252100840336,0.1671875,-0.0171874999999999
cnn,0.0002,secondary,7,DodgerLoopGame,6,1,0.4710144927536231,0.3201970443349753,0.5253623188405797,-0.0543478260869565
cnn,0.0002,secondary,7,DodgerLoopWeekend,9,4,0.2608695652173913,0.2068965517241379,0.2608695652173913,0.0
cnn,0.0002,secondary,7,Earthquakes,10,6,0.6258992805755396,0.5973707664884136,0.6528776978417267,-0.0269784172661871
cnn,0.0002,secondary,7,FordA,10,10,0.937878787878788,0.9378765060240964,0.9327651515151516,0.0051136363636362
cnn,0.0002,secondary,7,FordB,10,9,0.8123456790123457,0.8116279069767443,0.7816358024691358,0.0307098765432098
cnn,0.0002,secondary,7,FreezerRegularTrain,6,1,0.6880701754385965,0.6674921018465136,0.5253070175438597,0.1627631578947368
cnn,0.0002,secondary,7,FreezerSmallTrain,10,5,0.7568421052631579,0.756823393612928,0.5527631578947368,0.204078947368421
cnn,0.0002,secondary,7,GesturePebbleZ1,10,10,0.313953488372093,0.231178717500906,0.1962209302325581,0.1177325581395349
cnn,0.0002,secondary,7,GesturePebbleZ2,6,1,0.1772151898734177,0.0982905982905983,0.2041139240506329,-0.0268987341772151
cnn,0.0002,secondary,7,InsectWingbeatSound,6,1,0.0939393939393939,0.0237500049808946,0.1378787878787878,-0.0439393939393938
cnn,0.0002,secondary,7,ItalyPowerDemand,6,1,0.717201166180758,0.7115522996228705,0.7742954324586978,-0.0570942662779397
cnn,0.0002,secondary,7,Lightning2,10,5,0.5901639344262295,0.4594115561857497,0.5389344262295082,0.0512295081967213
cnn,0.0002,secondary,7,Lightning7,9,4,0.1095890410958904,0.0443746729461015,0.2482876712328767,-0.1386986301369863
cnn,0.0002,secondary,7,MoteStrain,10,7,0.7420127795527156,0.7150694120042642,0.4822284345047923,0.2597843450479233
cnn,0.0002,secondary,7,Phoneme,10,5,0.0390295358649789,0.0095464720267257,0.0673786919831223,-0.0283491561181433
cnn,0.0002,secondary,7,PickupGestureWiimoteZ,10,10,0.1,0.0188679245283018,0.1325,-0.0325
cnn,0.0002,secondary,7,Plane,10,5,0.2285714285714285,0.1365491651205937,0.2273809523809523,0.0011904761904762
cnn,0.0002,secondary,7,ShakeGestureWiimoteZ,10,10,0.12,0.0441798941798941,0.185,-0.065
cnn,0.0002,secondary,7,SonyAIBORobotSurface1,10,7,0.4292845257903494,0.3003492433061699,0.8217554076539102,-0.3924708818635607
cnn,0.0002,secondary,7,SonyAIBORobotSurface2,10,10,0.8761804826862539,0.8729918862264627,0.5422350472193075,0.3339454354669464
cnn,0.0002,secondary,7,StarLightCurves,10,10,0.9188926663428848,0.896966981592246,0.4043224866440019,0.5145701796988831
cnn,0.0002,secondary,7,Trace,7,2,0.36,0.2467532467532467,0.2925,0.0675
cnn,0.0002,secondary,7,Wafer,10,9,0.9853990914990266,0.9610927143028668,0.8087280986372485,0.1766709928617781
cnn,0.0002,secondary,21,AllGestureWiimoteX,10,10,0.3214285714285714,0.2965444268125181,0.1910714285714285,0.1303571428571429
cnn,0.0002,secondary,21,AllGestureWiimoteY,10,10,0.3585714285714286,0.3266356745165162,0.1935714285714285,0.1650000000000001
cnn,0.0002,secondary,21,AllGestureWiimoteZ,10,10,0.3428571428571428,0.2854164282596518,0.21625,0.1266071428571428
cnn,0.0002,secondary,21,Car,8,3,0.35,0.223444976076555,0.25,0.0999999999999999
cnn,0.0002,secondary,21,ChlorineConcentration,6,1,0.2307291666666666,0.1249823670475384,0.2523763020833333,-0.0216471354166666
cnn,0.0002,secondary,21,CinCECGTorso,10,10,0.2543478260869565,0.1125808148351968,0.2730978260869565,-0.0187499999999999
cnn,0.0002,secondary,21,DodgerLoopDay,10,8,0.1125,0.0408163265306122,0.1671875,-0.0546874999999999
cnn,0.0002,secondary,21,DodgerLoopGame,9,4,0.5072463768115942,0.4101081216997737,0.5253623188405797,-0.0181159420289854
cnn,0.0002,secondary,21,DodgerLoopWeekend,7,2,0.572463768115942,0.5353535353535354,0.2608695652173913,0.3115942028985507
cnn,0.0002,secondary,21,Earthquakes,10,6,0.6187050359712231,0.5566588433531925,0.6528776978417267,-0.0341726618705036
cnn,0.0002,secondary,21,FordA,10,7,0.9295454545454546,0.9294044173420384,0.9327651515151516,-0.003219696969697
cnn,0.0002,secondary,21,FordB,10,10,0.8197530864197531,0.8194349440562858,0.7816358024691358,0.0381172839506173
cnn,0.0002,secondary,21,FreezerRegularTrain,7,2,0.6701754385964912,0.6501412494306144,0.5253070175438597,0.1448684210526315
cnn,0.0002,secondary,21,FreezerSmallTrain,6,1,0.632280701754386,0.5974801947533885,0.5527631578947368,0.0795175438596491
cnn,0.0002,secondary,21,GesturePebbleZ1,6,1,0.0930232558139534,0.0464785151284007,0.1962209302325581,-0.1031976744186046
cnn,0.0002,secondary,21,GesturePebbleZ2,10,10,0.3734177215189873,0.2979066207424416,0.2041139240506329,0.1693037974683544
cnn,0.0002,secondary,21,InsectWingbeatSound,10,10,0.2065656565656565,0.1089302728282364,0.1378787878787878,0.0686868686868687
cnn,0.0002,secondary,21,ItalyPowerDemand,6,1,0.5014577259475219,0.3339805825242718,0.7742954324586978,-0.2728377065111759
cnn,0.0002,secondary,21,Lightning2,8,3,0.5409836065573771,0.351063829787234,0.5389344262295082,0.0020491803278689
cnn,0.0002,secondary,21,Lightning7,7,2,0.136986301369863,0.0344234079173838,0.2482876712328767,-0.1113013698630137
cnn,0.0002,secondary,21,MoteStrain,9,4,0.5391373801916933,0.3502854177477945,0.4822284345047923,0.056908945686901
cnn,0.0002,secondary,21,Phoneme,6,1,0.0221518987341772,0.0011113757243788,0.0673786919831223,-0.045226793248945
cnn,0.0002,secondary,21,PickupGestureWiimoteZ,10,10,0.1,0.0525714285714285,0.1325,-0.0325
cnn,0.0002,secondary,21,Plane,10,10,0.419047619047619,0.2601242236024845,0.2273809523809523,0.1916666666666667
cnn,0.0002,secondary,21,ShakeGestureWiimoteZ,10,10,0.1,0.0344827586206896,0.185,-0.0849999999999999
cnn,0.0002,secondary,21,SonyAIBORobotSurface1,10,10,0.4459234608985025,0.33221553769307,0.8217554076539102,-0.3758319467554077
cnn,0.0002,secondary,21,SonyAIBORobotSurface2,10,8,0.6169989506820567,0.381570408825438,0.5422350472193075,0.0747639034627491
cnn,0.0002,secondary,21,StarLightCurves,10,6,0.9371053909664886,0.9170178849946088,0.4043224866440019,0.5327829043224868
cnn,0.0002,secondary,21,Trace,6,1,0.33,0.1812629399585921,0.2925,0.0375
cnn,0.0002,secondary,21,Wafer,10,10,0.991888384166126,0.978502273932089,0.8087280986372485,0.1831602855288774
cnn,0.0002,secondary,42,AllGestureWiimoteX,10,10,0.3028571428571429,0.2752075928553378,0.1910714285714285,0.1117857142857143
cnn,0.0002,secondary,42,AllGestureWiimoteY,10,10,0.3928571428571428,0.3519283129727948,0.1935714285714285,0.1992857142857143
cnn,0.0002,secondary,42,AllGestureWiimoteZ,10,10,0.3585714285714286,0.3192480676004182,0.21625,0.1423214285714286
cnn,0.0002,secondary,42,Car,9,4,0.2333333333333333,0.0945945945945946,0.25,-0.0166666666666666
cnn,0.0002,secondary,42,ChlorineConcentration,10,9,0.4276041666666667,0.413983750954318,0.2523763020833333,0.1752278645833334
cnn,0.0002,secondary,42,CinCECGTorso,10,6,0.2550724637681159,0.1662968099861304,0.2730978260869565,-0.0180253623188405
cnn,0.0002,secondary,42,DodgerLoopDay,6,1,0.15,0.0372670807453416,0.1671875,-0.0171874999999999
cnn,0.0002,secondary,42,DodgerLoopGame,8,3,0.4782608695652174,0.3235294117647059,0.5253623188405797,-0.0471014492753623
cnn,0.0002,secondary,42,DodgerLoopWeekend,6,1,0.7391304347826086,0.425,0.2608695652173913,0.4782608695652173
cnn,0.0002,secondary,42,Earthquakes,10,10,0.6474820143884892,0.6082254817371298,0.6528776978417267,-0.0053956834532374
cnn,0.0002,secondary,42,FordA,10,9,0.9401515151515152,0.9401044553485836,0.9327651515151516,0.0073863636363635
cnn,0.0002,secondary,42,FordB,10,9,0.8209876543209876,0.8209742840114564,0.7816358024691358,0.0393518518518518
cnn,0.0002,secondary,42,FreezerRegularTrain,6,1,0.5045614035087719,0.4028955160631522,0.5253070175438597,-0.0207456140350877
cnn,0.0002,secondary,42,FreezerSmallTrain,6,1,0.5045614035087719,0.3606897090774372,0.5527631578947368,-0.0482017543859649
cnn,0.0002,secondary,42,GesturePebbleZ1,6,1,0.1627906976744186,0.0558712121212121,0.1962209302325581,-0.0334302325581394
cnn,0.0002,secondary,42,GesturePebbleZ2,10,10,0.2911392405063291,0.2175213675213675,0.2041139240506329,0.0870253164556962
cnn,0.0002,secondary,42,InsectWingbeatSound,7,2,0.0944444444444444,0.0291298500876763,0.1378787878787878,-0.0434343434343433
cnn,0.0002,secondary,42,ItalyPowerDemand,10,10,0.9251700680272108,0.9251630002049605,0.7742954324586978,0.1508746355685131
cnn,0.0002,secondary,42,Lightning2,10,5,0.5409836065573771,0.381159420289855,0.5389344262295082,0.0020491803278689
cnn,0.0002,secondary,42,Lightning7,10,10,0.1917808219178082,0.0938155433365455,0.2482876712328767,-0.0565068493150685
cnn,0.0002,secondary,42,MoteStrain,10,10,0.6198083067092651,0.5186280116443247,0.4822284345047923,0.1375798722044728
cnn,0.0002,secondary,42,Phoneme,6,1,0.0253164556962025,0.0047358001557699,0.0673786919831223,-0.0420622362869197
